date,tx_count,value_mn_mxn,fx_rate,avg_ticket_mxn
2018-04-19,1303139.0,852178.62,18.2819,653942.994569267
2018-04-20,1955234.0,898699.35,18.621,459637.7466840286
2018-04-23,1655961.0,935299.42,18.8628,564807.6373779334
2018-04-24,1272340.0,868421.43,18.8139,682538.810380873
2018-04-25,1245431.0,889009.75,19.053,713816.9436925851
2018-04-26,1467365.0,1009054.38,18.8644,687664.2007953031
2018-04-27,2300561.0,1001211.52,18.6847,435203.20478352887
2018-04-30,3269763.0,1213228.54,18.7878,371044.79437806347
2018-05-02,2195985.0,985788.46,19.0943,448904.91510643286
2018-05-03,1501950.0,799401.23,19.1223,532242.238423383
2018-05-04,2035986.0,770566.96,19.2017,378473.60443539394
2018-05-07,3606710.0,1664537.19,19.4232,461511.23600178555
2018-05-08,2736864.0,1617304.33,19.5781,590933.3931097782
2018-05-09,1291212.0,771895.17,19.5387,597806.6885995483
2018-05-10,1283348.0,914298.19,19.2989,712432.0059718798
2018-05-11,1921047.0,881508.7,19.3539,458868.8876430405
2018-05-14,2143815.0,964569.52,19.5214,449931.3233651224
2018-05-15,2343716.0,774487.31,19.7854,330452.7127006856
2018-05-16,1521501.0,813292.68,19.7094,534533.1222260123
2018-05-17,1403018.0,863377.85,19.7033,615371.8982935358
2018-05-18,1973219.0,811338.2,19.9319,411174.9380073879
2018-05-21,1574562.0,867245.7,19.9054,550785.3612623701
2018-05-22,1298038.0,884127.47,19.7528,681126.0302086688
2018-05-23,1174497.0,815672.54,19.7661,694486.6951554581
2018-05-24,1305268.0,902499.03,19.7048,691428.143492371
2018-05-25,1986021.0,928429.47,19.5608,467482.2018498294
2018-05-28,1708317.0,531001.81,19.5915,310833.299674475
2018-05-29,1542626.0,932255.96,19.7499,604330.511737777
2018-05-30,2056344.0,845364.78,19.7322,411100.8566660053
2018-05-31,2575023.0,1142399.41,19.9759,443646.2936447558
2018-06-01,2178328.0,895098.47,19.8662,410910.7857035304
2018-06-04,1891528.0,932861.16,19.9934,493178.61538396473
2018-06-05,1488321.0,778610.92,20.3863,523147.17053646356
2018-06-06,1267401.0,828017.91,20.3129,653319.5965602048
2018-06-07,1374485.0,857506.73,20.46,623874.9277001931
2018-06-08,2158828.0,809091.78,20.5281,374782.88219348644
2018-06-11,1733455.0,800444.98,20.4722,461762.76857489813
2018-06-12,1328395.0,815993.78,20.596,614270.4391389609
2018-06-13,1356722.0,847385.71,20.6259,624583.1570505969
2018-06-14,1876387.0,994116.17,20.6953,529803.3774482557
2018-06-15,2922771.0,1112177.31,20.716,380521.53589863866
2018-06-18,2008091.0,1039539.98,20.6968,517675.7328228651
2018-06-19,1343056.0,944211.88,20.5531,703032.3977555664
2018-06-20,1224729.0,1247733.48,20.3937,1018783.3226779149
2018-06-21,1353931.0,974050.07,20.3689,719423.7150933098
2018-06-22,1931504.0,937932.2,20.1264,485596.81988750736
2018-06-25,1705958.0,974239.28,20.0908,571080.4603630336
2018-06-26,1323401.0,835198.5,19.8754,631100.0974005611
2018-06-27,1356792.0,840649.36,20.0553,619586.0235024971
2018-06-28,1831991.0,1065740.35,19.8633,581738.856795694
2018-06-29,3186276.0,1208034.2,19.6912,379136.71006529254
2018-07-02,2388653.0,995158.3,20.1453,416619.0317304355
2018-07-03,1490220.0,861969.73,19.5974,578417.7705305257
2018-07-04,1291085.0,446744.66,19.4284,346022.6553635121
2018-07-05,1498469.0,872177.07,19.2513,582045.4543937846
2018-07-06,2021021.0,821127.06,19.0719,406293.18547407474
2018-07-09,1710290.0,870708.43,19.1563,509099.877798502
2018-07-10,1413528.0,807544.24,19.0559,571296.9534384887
2018-07-11,1380424.0,787127.47,18.9632,570207.0305934988
2018-07-12,1597818.0,845423.98,18.8241,529111.5633945793
2018-07-13,3023272.0,891585.15,18.8854,294907.3553421591
2018-07-16,2313225.0,920543.65,18.836,397948.1676015087
2018-07-17,1495681.0,846109.36,18.8763,565701.7505738189
2018-07-18,1210134.0,746432.28,18.91,616817.8730619915
2018-07-19,1338606.0,902883.21,19.079,674495.1165615573
2018-07-20,1981488.0,835761.55,19.0694,421784.8152499536
2018-07-23,1678974.0,800825.86,19.0761,476973.353964981
2018-07-24,1288733.0,804103.14,18.8506,623948.5913684216
2018-07-25,1384648.0,764404.2,18.7709,552056.6959978276
2018-07-26,1383496.0,821064.8,18.6234,593471.0328038534
2018-07-27,2143109.0,818158.9,18.5515,381762.61683376814
2018-07-30,2409499.0,827975.24,18.5413,343629.6259097846
2018-07-31,2613855.0,1034117.16,18.6457,395629.12250296975
2018-08-01,1575168.0,804312.95,18.5899,510620.42271046643
2018-08-02,1483091.0,795480.97,18.6349,536366.9323055699
2018-08-03,2048452.0,837426.1,18.5725,408809.23741439875
2018-08-06,1840664.0,850670.86,18.5433,462154.34212871006
2018-08-07,1410730.0,763570.07,18.4631,541258.8305345459
2018-08-08,1359571.0,754571.74,18.4542,555007.2338995169
2018-08-09,1402041.0,723075.36,18.6511,515730.53855058446
2018-08-10,2125718.0,837182.01,18.9273,393834.9348314311
2018-08-13,1886131.0,828898.91,19.1801,439470.48746879195
2018-08-14,1908171.0,741469.43,18.9973,388575.9871625761
2018-08-15,2301943.0,775910.48,19.2339,337067.6337337632
2018-08-16,1696847.0,894889.67,19.01,527383.830127289
2018-08-17,2110511.0,818859.39,19.0615,387991.0552468099
2018-08-20,1908115.0,871591.45,19.0305,456781.4046847281
2018-08-21,1390451.0,717308.8,18.8784,515882.11306978815
2018-08-22,1347280.0,836971.99,18.8176,621230.9171070602
2018-08-23,1364461.0,829187.12,18.8672,607703.0563717101
2018-08-24,2048442.0,781359.45,18.8339,381440.8462626718
2018-08-27,1817956.0,806310.2,18.6697,443525.6958914297
2018-08-28,1492729.0,713761.55,18.9354,478158.82856164785
2018-08-29,1481345.0,762639.26,19.0659,514828.9291150947
2018-08-30,2256337.0,817784.87,19.1258,362439.15248475736
2018-08-31,3194607.0,1058575.49,19.1792,331363.29132190597
2018-09-03,2435541.0,535099.7,19.2137,219704.65699407234
2018-09-04,1534028.0,840339.46,19.3609,547799.2970141353
2018-09-05,1523010.0,758073.8,19.4433,497747.0929278206
2018-09-06,1462461.0,788937.41,19.3546,539458.7684731422
2018-09-07,2120761.0,746511.32,19.2394,352001.6258314822
2018-09-10,1968071.0,787836.44,19.2989,400308.95226849033
2018-09-11,1401030.0,744007.61,19.268,531043.3109926268
2018-09-12,1271796.0,744074.15,19.0511,585057.7844245461
2018-09-13,1763748.0,792617.62,18.8775,449393.9156841
2018-09-14,3031340.0,787616.26,18.8689,259824.45387188505
2018-09-17,2582793.0,982912.67,18.8399,380561.922693766
2018-09-18,1456892.0,801062.57,18.7694,549843.4818778605
2018-09-19,1369699.0,1116627.26,18.7672,815235.5079473666
2018-09-20,1432297.0,824702.39,18.8296,575790.0700762481
2018-09-21,2041795.0,798422.22,18.8539,391039.36487257533
2018-09-24,1888425.0,954329.94,18.8516,505357.6075300846
2018-09-25,1462805.0,843087.04,18.987,576349.5749604356
2018-09-26,1359424.0,778054.59,18.8986,572341.3666376348
2018-09-27,1910124.0,978491.85,18.812,512266.14083692996
2018-09-28,3401214.0,1045846.0,18.7231,307491.97198412096
2018-10-01,2708169.0,870646.0,18.6531,321488.79925883503
2018-10-02,1579081.0,761134.0,18.7503,482010.73915777594
2018-10-03,1541890.0,770077.0,18.8014,499437.0545239933
2018-10-04,1518491.0,766032.0,19.1328,504469.2395279261
2018-10-05,2239813.0,818987.0,18.9444,365649.72165086993
2018-10-08,2013522.0,453706.0,18.9234,225329.54693318473
2018-10-09,1427520.0,824459.0,19.0,577546.3741313607
2018-10-10,1422109.0,774502.0,19.1183,544615.0752157535
2018-10-11,1578229.0,898894.0,19.0217,569558.6635399553
2018-10-12,2497829.0,873091.0,18.9202,349539.94048431655
2018-10-15,3163238.0,935354.0,18.8096,295695.1073551848
2018-10-16,1838743.0,795063.0,18.7693,432394.8480021406
2018-10-17,1533286.0,764766.0,18.8012,498775.8317756766
2018-10-18,1503920.0,813305.0,19.1018,540790.0686206713
2018-10-19,1980136.0,792982.0,19.2183,400468.4526719377
2018-10-22,2015407.0,822066.0,19.3669,407890.81312112143
2018-10-23,1389242.0,727226.0,19.4169,523469.6330804856
2018-10-24,1268180.0,754786.0,19.4623,595172.6095664654
2018-10-25,1569373.0,817856.0,19.4383,521135.51080590783
2018-10-26,2188285.0,829539.0,19.479,379081.7923625122
2018-10-29,2349794.0,828407.0,19.8022,352544.5209239618
2018-10-30,2377380.0,838330.0,20.0258,352627.68257493543
2018-10-31,2980683.0,1136033.26,20.3177,381131.8613888159
2018-11-01,2350071.0,982259.74,20.1329,417970.24004806665
2018-11-05,3061917.0,1000912.76,19.9636,326890.8856771754
2018-11-06,1647185.0,771518.2,19.8609,468385.8825814951
2018-11-07,1429270.0,741133.39,19.8245,518539.8070343602
2018-11-08,1593712.0,751985.29,20.0438,471845.15771983896
2018-11-09,2331739.0,816404.2,20.3614,350126.7508927886
2018-11-12,2144296.0,528109.41,20.3179,246285.68537179573
2018-11-13,1602823.0,875607.89,20.5158,546291.0689452298
2018-11-14,2064059.0,837909.46,20.3979,405952.28140280873
2018-11-15,2754194.0,940530.47,20.3371,341490.2762840962
2018-11-16,2714148.0,929350.54,20.155,342409.67699624336
2018-11-20,3015547.0,1029605.39,20.4123,341432.38026135886
2018-11-21,1531514.0,933149.07,20.2023,609298.4262631618
2018-11-22,1627468.0,562434.89,20.2984,345588.9086605697
2018-11-23,2269054.0,925675.15,20.3935,407956.42148666363
2018-11-26,2322022.0,974019.36,20.5304,419470.3409356156
2018-11-27,1485523.0,847178.83,20.4977,570289.9450227293
2018-11-28,1757764.0,943620.51,20.4108,536830.0352038158
2018-11-29,2432374.0,1060177.17,20.2217,435861.0846851676
2018-11-30,3733771.0,1247637.71,20.3455,334149.4992595957
2018-12-03,3280294.0,1023032.42,20.2346,311872.17365272745
2018-12-04,1700745.0,925271.73,20.5123,544039.0711129535
2018-12-05,1758833.0,831749.55,20.5672,472898.5355630694
2018-12-06,1866192.0,946058.81,20.4705,506946.12880132376
2018-12-07,2624504.0,917867.71,20.2609,349729.9718346781
2018-12-10,2795929.0,882416.41,20.3621,315607.5887477829
2018-12-11,2064938.0,907077.75,20.2889,439276.02184666076
2018-12-13,3267541.0,1260216.08,20.2566,385677.2049685069
2018-12-14,3339397.0,1127593.44,20.3337,337663.7878036065
2018-12-17,3970505.0,1284315.56,20.1126,323464.03291268996
2018-12-18,2020056.0,1014248.57,20.1277,502089.3331670013
2018-12-19,2038785.0,1212423.13,20.0293,594679.2476891874
2018-12-20,2323218.0,1046691.12,19.9082,450535.0423421306
2018-12-21,2759951.0,1063034.24,19.9275,385164.1713928979
2018-12-24,2253505.0,838369.85,19.8473,372029.2832720584
2018-12-26,1666335.0,866365.41,19.8823,519922.71061941324
2018-12-27,1817313.0,941515.9,19.6829,518081.3101540571
2018-12-28,2929548.0,982597.76,19.6566,335409.33959778096
2018-12-31,3050122.0,1111036.75,19.6512,364259.7738713402
2019-01-02,1554998.0,1028059.1,19.5878,661132.1043499735
2019-01-03,1499761.0,915485.41,19.6073,610420.8670581513
2019-01-04,2084927.0,876665.97,19.4902,420478.01673631737
2019-01-07,2405206.0,920974.94,19.3208,382908.96497015224
2019-01-08,1361464.0,848950.61,19.3479,623557.148775142
2019-01-09,1439626.0,854308.1,19.2456,593423.6391951799
2019-01-10,1619520.0,880980.14,19.1714,543976.0793321478
2019-01-11,2205468.0,862382.37,19.1236,391020.1236200208
2019-01-14,2862530.0,968341.82,19.0064,338281.8066535547
2019-01-15,2635053.0,909144.49,19.0457,345019.43224671384
2019-01-16,1727074.0,836946.64,18.9908,484603.80968041904
2019-01-17,1666737.0,923610.02,19.063,554142.6271811329
2019-01-18,2164500.0,866192.3,19.0844,400181.24278124276
2019-01-21,2299851.0,461337.34,19.1902,200594.44720549288
2019-01-22,1352868.0,896355.49,19.1297,662559.4588681231
2019-01-23,1403772.0,709587.95,19.0771,505486.6103612268
2019-01-24,1459321.0,805216.71,18.9859,551774.9076454049
2019-01-25,2203791.0,956124.45,18.928,433854.4126915846
2019-01-28,2094882.0,752547.71,19.0381,359231.5509895068
2019-01-29,1624722.0,790778.5,18.9972,486716.18898494635
2019-01-30,2310687.0,853196.26,19.1623,369239.21760065295
2019-01-31,3196355.0,1237567.19,19.0388,387180.76997079485
2019-02-01,2597267.0,849838.0,19.1098,327204.7117219755
2019-02-05,3349874.0,981622.0,19.0824,293032.5140587377
2019-02-06,1735354.0,742346.0,19.1058,427777.84820849233
2019-02-07,1665765.0,787493.0,19.08,472751.55859319895
2019-02-08,2399321.0,812029.0,19.0893,338441.1673135858
2019-02-11,2493742.0,785866.0,19.2524,315135.24654916185
2019-02-12,1438713.0,672495.0,19.2592,467428.18060308066
2019-02-13,1518157.0,722446.0,19.4084,475870.4139295211
2019-02-14,2253943.0,851787.0,19.3569,377909.7341858246
2019-02-15,3441313.0,868947.0,19.3625,252504.4946507336
2019-02-18,3065295.0,505082.0,19.2578,164774.3528763137
2019-02-19,1492443.0,788182.0,19.1778,528115.3116065405
2019-02-20,1592059.0,768541.0,19.1835,482733.99415473925
2019-02-21,1596034.0,779431.0,19.2652,488354.8846703767
2019-02-22,2299872.0,770598.0,19.1394,335061.2555829194
2019-02-25,2540894.0,795115.0,19.1185,312927.2610348956
2019-02-26,1622687.0,902365.0,19.163,556093.0727860641
2019-02-27,2189863.0,765035.0,19.2201,349352.90472509013
2019-02-28,3442705.0,1146902.0,19.2607,333139.78397800564
2019-03-01,2821784.0,907809.57,19.2978,321714.76271748653
2019-03-04,2972769.0,790691.61,19.3039,265978.1537011453
2019-03-05,1707156.0,715728.84,19.2597,419252.15973232675
2019-03-06,1654866.0,659058.24,19.3708,398254.7469100217
2019-03-07,1711754.0,749221.51,19.5225,437692.2793812662
2019-03-08,2404481.0,772783.42,19.4902,321393.0241079052
2019-03-11,2682647.0,832508.8,19.4243,310331.10207940143
2019-03-12,1517221.0,714708.58,19.3049,471064.2549766975
2019-03-13,1575677.0,775102.62,19.332,491917.2013045821
2019-03-14,2405896.0,833600.5,19.3233,346482.3500267676
2019-03-15,3705568.0,900080.18,19.2176,242899.38276669057
2019-03-19,3695484.0,1061289.4,19.0004,287185.49451167963
2019-03-20,1733492.0,1244762.09,18.9098,718066.2443207122
2019-03-21,1735336.0,950655.99,18.8694,547822.4332348318
2019-03-22,2410240.0,860977.7,19.1369,357216.5842405736
2019-03-25,2705414.0,898147.53,19.0151,331981.5488498248
2019-03-26,1532732.0,885496.22,19.0989,577724.1031047829
2019-03-27,1589743.0,850567.99,19.3201,535034.9018677862
2019-03-28,2304845.0,1027951.17,19.3793,445995.79147404706
2019-03-29,3972439.0,1152342.62,19.3779,290084.4090997999
2019-04-01,3807764.0,1042396.57,19.2169,273755.5610064069
2019-04-02,1755058.0,841803.25,19.2279,479644.1200233838
2019-04-03,1798698.0,782135.47,19.1805,434834.23565267766
2019-04-04,1835201.0,880210.95,19.1728,479626.4550858462
2019-04-05,2593658.0,806119.59,19.0805,310804.1191244181
2019-04-08,2742344.0,899070.16,18.9701,327847.3306047673
2019-04-09,1599293.0,740192.83,18.9229,462825.0295599368
2019-04-10,1708532.0,753039.27,18.836,440752.21886391356
2019-04-11,1935992.0,839196.97,18.8432,433471.30050124176
2019-04-12,3269635.0,864148.26,18.7719,264295.0237564744
2019-04-15,4142593.0,851625.35,18.8489,205577.84701514244
2019-04-16,2161821.0,804328.55,18.9516,372060.6608965312
2019-04-17,2727368.0,850562.35,18.848,311861.96728860936
2019-04-22,3421358.0,994024.25,18.8359,290535.00101421715
2019-04-23,1557869.0,840672.49,18.9578,539629.7698972122
2019-04-24,1522482.0,755818.77,19.0046,496438.5588795138
2019-04-25,1837332.0,911869.12,19.0942,496300.6794634829
2019-04-26,2587407.0,902603.45,18.9414,348844.78939726145
2019-04-29,3640391.0,930356.63,19.012,255565.02859170898
2019-04-30,3703395.0,1144304.98,19.0099,308988.0987580315
2019-05-02,3106915.0,876249.71,19.1014,282032.0832723135
2019-05-03,2763319.0,816154.49,19.0012,295352.9758960149
2019-05-06,3123932.0,806253.49,18.9781,258089.32140648388
2019-05-07,1722652.0,768423.59,19.0499,446070.1232750434
2019-05-08,1694303.0,763950.2,19.0837,450893.4942569304
2019-05-09,2044806.0,809964.79,19.2623,396108.37898558594
2019-05-10,2453367.0,816270.74,19.1374,332714.4858474089
2019-05-13,2967488.0,897138.4,19.1928,302322.50307330646
2019-05-14,2349174.0,747903.66,19.1427,318368.77983495477
2019-05-15,3173815.0,796342.05,19.1236,250910.04044029032
2019-05-16,2272380.0,831027.99,19.071,365708.1958123201
2019-05-17,2668360.0,821489.08,19.1454,307862.9120508477
2019-05-20,3015921.0,923097.03,19.0908,306074.6717171968
2019-05-21,1637990.0,759068.11,19.0309,463414.37371412525
2019-05-22,1560883.0,798165.1,18.9755,511354.8549122516
2019-05-23,1780312.0,861808.72,19.0122,484077.3527336781
2019-05-24,2571577.0,796765.02,19.0658,309835.17895828123
2019-05-27,2906029.0,495660.62,19.0521,170562.86086615102
2019-05-28,1761637.0,811408.49,19.1652,460599.1415938698
2019-05-29,2134724.0,743316.29,19.2395,348202.5264155928
2019-05-30,2885358.0,892966.51,19.0683,309482.0504076097
2019-05-31,3806375.0,1169484.29,19.6426,307243.5821483695
2019-06-03,3903770.0,985754.65,19.7609,252513.50617480025
2019-06-04,1862232.0,818694.62,19.6007,439630.8408404538
2019-06-05,1801726.0,831731.59,19.5418,461630.45324316795
2019-06-06,1897618.0,817962.14,19.7084,431046.78602331976
2019-06-07,2782103.0,844363.42,19.6528,303498.26012911816
2019-06-10,3172822.0,821145.83,19.204,258806.1448136706
2019-06-11,1667969.0,837884.35,19.1222,502338.0830219267
2019-06-12,1767635.0,847972.84,19.1383,479721.6846238053
2019-06-13,2220483.0,946076.84,19.1645,426068.04015162465
2019-06-14,3730434.0,999854.12,19.1487,268026.2189332394
2019-06-17,4132550.0,991894.97,19.1924,240020.07719204848
2019-06-18,1813971.0,809687.66,19.1011,446361.9649928251
2019-06-19,1659206.0,920291.69,19.1753,554657.8845544194
2019-06-20,1924791.0,936735.85,18.9804,486668.8643078651
2019-06-21,2546086.0,843220.16,19.0661,331182.90584057255
2019-06-24,2942294.0,941913.56,19.1833,320128.97419496486
2019-06-25,1770200.0,845131.23,19.2271,477421.3252739803
2019-06-26,1907249.0,771862.86,19.1442,404699.5751472409
2019-06-27,2426564.0,884694.56,19.1685,364587.35891573434
2019-06-28,3933516.0,1134558.51,19.2087,288433.68375773734
2019-07-01,4319812.0,1042226.87,19.076,241266.7194776069
2019-07-02,1971359.0,758125.37,19.0694,384569.918518139
2019-07-03,1786747.0,714740.94,19.0502,400023.58476046135
2019-07-04,1976883.0,491956.54,18.9947,248854.65654770666
2019-07-05,2801744.0,878766.45,19.0446,313649.80169494427
2019-07-08,3076194.0,834210.04,18.9116,271182.5196980424
2019-07-09,1665178.0,737127.16,19.0043,442671.69035382406
2019-07-10,1909858.0,749931.31,19.2425,392663.38649260835
2019-07-11,1954816.0,841618.81,19.1227,430536.0760296621
2019-07-12,3261383.0,878545.77,19.0307,269378.288290581
2019-07-15,4644223.0,911561.84,18.9803,196278.65414731376
2019-07-16,2213690.0,798134.01,19.0781,360544.61555140966
2019-07-17,1843924.0,896131.32,19.0233,485991.4616871411
2019-07-18,1945776.0,854665.19,19.0108,439241.3052684379
2019-07-19,2610488.0,761353.26,19.0123,291651.6988394507
2019-07-22,3006675.0,818966.56,19.0659,272382.8015997738
2019-07-23,1602408.0,799691.07,19.1315,499055.8397112346
2019-07-24,1714925.0,814839.18,19.0894,475145.6652623293
2019-07-25,1866977.0,810943.47,19.0623,434361.7891382701
2019-07-26,2685928.0,789688.82,19.0699,294009.675613047
2019-07-29,3253345.0,853655.59,19.09,262393.1953112873
2019-07-30,2678742.0,790066.1,19.0747,294939.22893656796
2019-07-31,3263772.0,951159.37,18.9929,291429.47791696235
2019-08-01,2480672.0,803781.58,19.1627,324017.6774680409
2019-08-02,2789438.0,751212.44,19.3116,269306.01791471976
2019-08-05,3397513.0,791006.84,19.5731,232819.3711105741
2019-08-06,1787044.0,743419.72,19.6291,416005.2690364647
2019-08-07,1839292.0,761552.82,19.6953,414046.7201510146
2019-08-08,1905284.0,838724.9,19.5118,440209.9109634049
2019-08-09,2752676.0,807908.59,19.4283,293499.3402783328
2019-08-12,3214658.0,792243.05,19.5803,246447.07150807334
2019-08-13,1858749.0,751281.11,19.463,404186.42323412147
2019-08-14,2375464.0,757894.69,19.5763,319051.22115089936
2019-08-15,3443880.0,843990.63,19.6365,245069.6975504373
2019-08-16,3165210.0,971718.92,19.5669,306999.82623585797
2019-08-19,3508310.0,920299.7,19.8153,262319.9489212755
2019-08-20,1801994.0,851826.36,19.7522,472713.2054823712
2019-08-21,1855397.0,796673.43,19.6798,429381.6525519875
2019-08-22,1932404.0,931821.99,19.7467,482208.6841053941
2019-08-23,2678139.0,958860.98,19.8402,358032.56664422574
2019-08-26,3242405.0,869122.23,19.9086,268048.6336531063
2019-08-27,1764734.0,779402.7,19.9934,441654.4929717453
2019-08-28,1873611.0,840393.68,20.0314,448542.24276010337
2019-08-29,2735352.0,1022336.74,20.0988,373749.6088254821
2019-08-30,3886809.0,944205.01,20.0696,242925.4974967898
2019-09-02,4758812.0,698365.84,20.1253,146752.13897922423
2019-09-03,2065377.0,848223.82,20.0039,410687.1626826482
2019-09-04,2051407.0,796312.07,19.7806,388178.48920277646
2019-09-05,2107132.0,833989.74,19.6834,395793.7803611734
2019-09-06,2845221.0,786921.26,19.5623,276576.49792406283
2019-09-09,3421543.0,727524.49,19.5398,212630.52663666656
2019-09-10,1985845.0,737146.06,19.5354,371200.1994113337
2019-09-11,1797760.0,764647.83,19.5478,425333.6541028836
2019-09-12,2419001.0,823279.08,19.4265,340338.4620345341
2019-09-13,4189815.0,872924.23,19.3665,208344.3373991453
2019-09-17,5045115.0,1075701.72,19.4262,213216.49159632635
2019-09-18,2199347.0,1060367.96,19.3528,482128.5408805432
2019-09-19,2058748.0,916780.1,19.3981,445309.5279266817
2019-09-20,2843493.0,930038.47,19.4478,327076.0539941544
2019-09-23,3413321.0,877758.26,19.4459,257156.66941374692
2019-09-24,1789008.0,945551.14,19.4587,528533.7684347974
2019-09-25,1861435.0,917622.55,19.5775,492965.13173975993
2019-09-26,2192779.0,975502.99,19.6363,444870.6367581959
2019-09-27,3658643.0,1057565.72,19.6808,289059.55568772356
2019-09-30,5268042.0,1116879.88,19.7345,212010.43575582732
2019-10-01,2903009.0,1031456.57,19.7792,355306.0186861288
2019-10-02,2347664.0,848111.48,19.7985,361257.6075622406
2019-10-03,2248772.0,850256.62,19.7368,378098.18870032177
2019-10-04,3013548.0,905885.05,19.5255,300604.1549694911
2019-10-07,3628671.0,810167.72,19.5522,223268.4418069315
2019-10-08,1865872.0,741756.03,19.584,397538.53962115303
2019-10-09,1823028.0,743149.19,19.5689,407645.51614127704
2019-10-10,2233465.0,866892.83,19.4764,388138.0858889662
2019-10-11,2975776.0,848692.73,19.3217,285200.4754390115
2019-10-14,4273625.0,518407.91,19.2652,121304.02410131914
